id,firstname,lastname,full_name,birthday,age,weight,height,foot,club,national_team,country_of_birth,city_of_birth,position,role,status,market_value_in_eur,highest_market_value_in_eur,contract_expiration_date,agent_name,image_url,matches_played,total_shots,accurate_shots,shot_accuracy,goals,shot_conversion,penalties_taken,penalties_scored,penalty_conversion,total_passes,accurate_passes,pass_accuracy,key_passes,assists,run_attempts_with_ball,successful_runs_with_ball,perc_successful_runs_with_ball,crosses,dribbles,free_kick_shots,free_kick_crosses,aerial_duels,aerial_duels_won,perc_aerial_duels_won,ground_defensive_duels_won,loose_ball_duels,loose_balls_won,perc_loose_balls_won,sliding_tackles,interceptions,clearances,blocks,possession_regained,own_goals,gk_balls_attacked,gk_save_attempts,gk_successful_save_attempts,perc_gk_save_success,cluster,top_knn_ids
49859,aleksandar,dragovic,aleksandar dragovic,3/6/1991,25,76,184,right,tsv bayer 04 leverkusen,austria,Austria,Wien,DF,CB,Active,5000000,15000000,6/30/2024 0:00,VPA Sports,https://img.a.transfermarkt.technology/portrait/header/59032-1663922338.jpg?lm=1,14,1,0,0.00%,0,0.00%,1,0,0.00%,483,430,89.00%,1,0,1,1,100.00%,2,0,0,0,36,19,52.80%,13,33,14,42.40%,11,59,0,1,70,0,0,0,0,0.00%,7,[255732 366563 385655 282441  70956 101649 221047 134702  25423 272435]
49869,fabian,frei,fabian frei,1/8/1989,27,80,183,right,,,Switzerland,Frauenfeld,MD,DM,Active,500000,5000000,6/30/2024 0:00,Giallanza Sport,https://img.a.transfermarkt.technology/portrait/header/52595-1501159939.jpg?lm=1,12,10,4,40.00%,1,10.00%,0,0,0.00%,412,342,83.00%,1,0,0,0,0.00%,0,2,0,1,21,9,42.90%,12,32,14,43.80%,7,34,0,4,44,0,0,0,0,0.00%,8,[ 14728  20496   7928 266917  86785 520163 391425  21373   8034 375771]
49872,xherdan,shaqiri,xherdan shaqiri,10/10/1991,25,72,169,left,liverpool fc,switzerland,Jugoslawien (SFR),Gjilan,MD,RW,Active,4000000,25000000,12/31/2024 0:00,ESHA,https://img.a.transfermarkt.technology/portrait/header/86792-1678136156.jpg?lm=1,44,77,32,41.60%,9,11.70%,2,1,50.00%,1415,1122,79.30%,19,9,70,67,95.70%,39,51,2,37,37,9,24.30%,21,101,33,32.70%,7,68,0,41,91,0,0,0,0,0.00%,4,[ 25714  21077   3484   3361  25707 300485    118    118  40810  21385]
49873,valentin,stocker,valentin stocker,4/12/1989,27,72,179,left,,,Switzerland,Kriens,MD,RM,Active,,7000000,,IFM,https://img.a.transfermarkt.technology/portrait/header/45178-1471012451.jpg?lm=1,3,3,2,66.70%,0,0.00%,0,0,0.00%,14,11,78.60%,0,0,1,1,100.00%,0,0,0,0,6,3,50.00%,1,4,0,0.00%,0,3,0,0,4,0,0,0,0,0.00%,5,[ 28073   9532 207002  14788  15821 489417   8603  15503 293857  20766]
49876,granit,xhaka,granit xhaka,9/27/1992,24,82,185,left,arsenal fc,switzerland,Switzerland,Basel,MD,DM,Active,28000000,50000000,6/30/2024 0:00,Signature - ISCM AG,https://img.a.transfermarkt.technology/portrait/header/111455-1667990175.jpg?lm=1,46,67,17,25.40%,2,3.00%,1,0,0.00%,3697,3295,89.10%,8,7,5,5,100.00%,2,20,2,13,130,55,42.30%,68,126,64,50.80%,42,200,0,27,251,0,0,0,0,0.00%,1,[  7965 105339  31528  26508  70122  40756  25706 364860 333571  77548]
49883,yvon landry,mvogo,yvon landry mvogo,6/6/1994,22,88,190,right,rasen ballsport leipzig,switzerland,Cameroon,Yaounde,GK,GK,Active,3500000,4500000,6/30/2024 0:00,,https://img.a.transfermarkt.technology/portrait/header/147051-1613227191.jpg?lm=1,1,0,0,0.00%,0,0.00%,0,0,0.00%,31,28,90.30%,0,0,0,0,0.00%,0,0,0,0,0,0,0.00%,0,0,0,0.00%,0,2,0,0,2,0,1,5,4,80.00%,20,[105587   8935   3823  99749  16411  15797  15061  21636   6577  15090]
49907,raul marcelo,bobadilla,raul marcelo bobadilla,6/18/1987,29,88,181,right,borussia vfl monchengladbach,,Argentina,Buenos Aires,FW,CF,Active,200000,5500000,6/30/2023 0:00,Signature - ISCM AG,https://img.a.transfermarkt.technology/portrait/header/51356-1501157467.jpg?lm=1,13,14,7,50.00%,0,0.00%,0,0,0.00%,111,87,78.40%,2,0,1,1,100.00%,2,10,0,0,26,3,11.50%,8,34,11,32.40%,0,10,0,4,18,0,0,0,0,0.00%,5,[ 20766  26327   5147 134351  14788  15821   9532   8603  49873 293857]
49919,jacques francois,moubandje,jacques francois moubandje,6/21/1990,26,74,180,left,toulouse fc,switzerland,Cameroon,Douala,DF,LB,Active,400000,3000000,6/30/2024 0:00,,https://img.a.transfermarkt.technology/portrait/header/123021-1603130438.png?lm=1,21,3,1,33.30%,0,0.00%,0,0,0.00%,654,477,72.90%,3,0,7,6,85.70%,11,18,0,2,72,41,56.90%,31,43,19,44.20%,3,103,0,7,106,0,0,0,0,0.00%,6,[  4371 105523   3464 105361   7978    132  20588   3750  20869   4908]
49921,vincent,rufli,vincent rufli,1/22/1988,28,76,180,right,dijon fco,,Switzerland,Carouge,DF,RB,Active,50000,900000,,USM GROUP ,https://img.a.transfermarkt.technology/portrait/header/23874-1449578201.jpg?lm=1,3,0,0,0.00%,0,0.00%,0,0,0.00%,7,5,71.40%,0,0,0,0,0.00%,0,0,0,0,1,0,0.00%,0,4,0,0.00%,1,0,0,0,1,0,0,0,0,0.00%,0,[234710  91156  20531 337656  53562 241566 339857   3394  79320 280157]
49968,roman,burki,roman burki,11/14/1990,26,85,187,right,bv borussia 09 dortmund,switzerland,Switzerland,Münsingen,GK,GK,Active,1500000,14000000,12/31/2025 0:00,IFM,https://img.a.transfermarkt.technology/portrait/header/59027-1678217604.jpg?lm=1,33,0,0,0.00%,0,0.00%,0,0,0.00%,912,793,87.00%,0,0,0,0,0.00%,0,1,0,0,12,11,91.70%,0,5,4,80.00%,1,55,0,0,56,0,56,144,101,70.10%,2,[86319 49855 20483 20832  8480  8425  8094  3429 15795 83574]
49971,moritz,bauer,moritz bauer,1/25/1992,24,73,181,right,stoke city fc,austria,Switzerland,Winterthur,DF,RB,Active,300000,5000000,6/30/2023 0:00,Soccer Mondial AG,https://img.a.transfermarkt.technology/portrait/header/159692-1614842450.png?lm=1,15,3,1,33.30%,0,0.00%,0,0,0.00%,321,211,65.70%,10,0,13,10,76.90%,14,22,0,2,42,18,42.90%,15,41,16,39.00%,10,58,0,9,70,0,0,0,0,0.00%,13,[ 44251  15194  18670 372753  20855 222766 328488  51064  14997 341751]
49977,michael,lang,michael lang,2/8/1991,25,79,185,right,borussia vfl monchengladbach,switzerland,Switzerland,St.Gallen,DF,RB,Active,500000,6000000,6/30/2025 0:00,IFM,https://img.a.transfermarkt.technology/portrait/header/51346-1533288909.jpg?lm=1,5,1,0,0.00%,0,0.00%,0,0,0.00%,65,53,81.50%,0,0,0,0,0.00%,4,0,0,0,4,2,50.00%,2,0,0,0.00%,1,8,0,2,9,0,0,0,0,0.00%,19,[ 92908 470517 447812 493725 285590  15015   3562  20512 340476  70381]
49979,daniel,pavlovic,daniel pavlovic,4/22/1988,28,77,183,left,fc crotone,,Switzerland,Rorschach,DF,LB,Active,100000,900000,6/30/2023 0:00,Front Group GmbH,https://img.a.transfermarkt.technology/portrait/header/19671-1449138087.jpg?lm=1,11,2,0,0.00%,0,0.00%,0,0,0.00%,323,210,65.00%,1,0,2,2,100.00%,8,1,1,6,16,8,50.00%,4,13,5,38.50%,1,37,0,2,38,0,0,0,0,0.00%,6,[297733 366374 343116  61651 298385 209095 402898 472126 472126  26136]
49982,amir,abrashi,amir abrashi,3/27/1990,26,71,172,right,sc freiburg,,Switzerland,Bischofszell,MD,DM,Active,300000,2500000,6/30/2024 0:00,ESHA,https://img.a.transfermarkt.technology/portrait/header/66005-1630734304.jpg?lm=1,15,7,0,0.00%,0,0.00%,0,0,0.00%,428,349,81.50%,3,0,4,4,100.00%,4,10,0,0,46,26,56.50%,26,66,30,45.50%,29,70,0,8,100,0,0,0,0,0.00%,14,[ 15253  20401   4363 471348  29137  15811  20403  21678 279734  25650]
49991,remo,freuler,remo freuler,4/15/1992,24,77,181,right,atalanta bergamasca calcio,switzerland,Switzerland,Ennenda,MD,CM,Active,10000000,25000000,6/30/2025 0:00,ESHA,https://img.a.transfermarkt.technology/portrait/header/148252-1537772961.jpg?lm=1,35,44,15,34.10%,5,11.40%,0,0,0.00%,2056,1820,88.50%,5,3,20,19,95.00%,10,37,0,5,69,25,36.20%,63,111,44,39.60%,9,154,0,20,170,0,0,0,0,0.00%,1,[  3350  25437 209117   3443  25829  15937  20653 167641   7967  20850]
49992,izet,hajrovic,izet hajrovic,8/4/1991,25,72,177,left,,,Switzerland,Brugg,MD,RW,Active,250000,4500000,6/30/2024 0:00,Soccer Mondial AG,https://img.a.transfermarkt.technology/portrait/header/74996-1605121766.jpg?lm=1,9,6,2,33.30%,0,0.00%,0,0,0.00%,71,54,76.10%,0,0,3,3,100.00%,3,11,0,0,9,2,22.20%,3,10,5,50.00%,0,5,0,3,5,0,0,0,0,0.00%,18,[  3348 437057 352993   1751  26038 239191 393881 101666 302520 300830]
49997,steven,zuber,steven zuber,8/17/1991,25,79,182,right,tsg 1899 hoffenheim,switzerland,Switzerland,Winterthur,MD,LM,Active,2500000,10000000,6/30/2025 0:00,Soccer Mondial AG,https://img.a.transfermarkt.technology/portrait/header/68033-1500019881.jpg?lm=1,23,19,8,42.10%,2,10.50%,0,0,0.00%,806,654,81.10%,6,2,9,9,100.00%,12,24,0,0,28,7,25.00%,27,57,22,38.60%,7,94,0,17,106,0,0,0,0,0.00%,15,[ 93044  26368   3436 149389  25399 149091  20677 417231  20803 396616]
50007,berat,djimsiti,berat djimsiti,2/19/1993,23,83,190,right,benevento calcio,albania,Switzerland,Zürich,DF,CB,Active,13000000,22000000,6/30/2026 0:00,Soccer Mondial AG,https://img.a.transfermarkt.technology/portrait/header/165513-1663582842.jpg?lm=1,30,9,3,33.30%,0,0.00%,0,0,0.00%,1533,1390,90.70%,0,1,4,4,100.00%,0,6,0,0,120,72,60.00%,41,83,47,56.60%,24,229,0,0,253,0,0,0,0,0.00%,17,[  8731   7855 340646   9277  25393  25854  20583  20612  15178 257762]
50023,josip,drmic,josip drmic,8/8/1992,24,81,183,right,borussia vfl monchengladbach,switzerland,Switzerland,Lachen,FW,CF,Active,3000000,12000000,6/30/2024 0:00,Sports360 GmbH,https://img.a.transfermarkt.technology/portrait/header/140579-1533288571.jpg?lm=1,15,20,6,30.00%,5,25.00%,0,0,0.00%,132,98,74.20%,0,1,3,3,100.00%,3,5,0,0,51,21,41.20%,0,21,6,28.60%,1,4,0,9,8,0,0,0,0,0.00%,5,[ 20476  20662 481329 137161 266885 354997  20505 286831 471589  38436]
50069,silvan,widmer,silvan widmer,3/5/1993,23,79,182,right,udinese calcio,,Switzerland,Aarau,DF,RB,Active,5000000,9000000,6/30/2026 0:00,CAA Base Ltd,https://img.a.transfermarkt.technology/portrait/header/168989-1629202510.jpg?lm=1,24,12,3,25.00%,3,25.00%,0,0,0.00%,786,575,73.20%,5,2,14,12,85.70%,23,14,0,2,64,29,45.30%,30,44,20,45.50%,7,93,0,12,102,0,0,0,0,0.00%,13,[  7858  20434 354123  25700   4786   3278    160 489488 286825  14888]
50102,fabian lukas,schar,fabian lukas schar,12/20/1991,25,84,188,right,newcastle united fc,switzerland,Switzerland,Wil,DF,CB,Active,10000000,16000000,6/30/2024 0:00,Sports360 GmbH,https://img.a.transfermarkt.technology/portrait/header/135343-1667990394.jpg?lm=1,32,21,9,42.90%,3,14.30%,1,1,100.00%,1318,1114,84.50%,3,2,10,9,90.00%,1,24,0,0,132,79,59.80%,60,93,46,49.50%,38,224,0,3,265,1,0,0,0,0.00%,4,[ 14795   3341  14716 210044   3306 207143   3476   8561  25537   3286]
50272,olarenwaju ayoba,kayode,olarenwaju ayoba kayode,5/8/1993,23,67,176,right,,,Nigeria,Ibadan,FW,CF,Active,1600000,4000000,6/30/2023 0:00,,https://img.a.transfermarkt.technology/portrait/header/131694-1633643572.png?lm=1,12,8,3,37.50%,0,0.00%,0,0,0.00%,47,32,68.10%,1,1,3,3,100.00%,1,8,0,0,21,7,33.30%,2,25,10,40.00%,0,9,0,6,12,0,0,0,0,0.00%,5,[  8955 410031 366203 135810 337732 491409  86307  14707  79006  26327]
50461,armando,sadiku,armando sadiku,5/27/1991,25,80,186,right,levante ud,albania,Albania,Elbasan,FW,CF,Active,800000,1250000,6/30/2023 0:00,LIAN Sports Group,https://img.a.transfermarkt.technology/portrait/header/140082-1604432880.png?lm=1,9,7,4,57.10%,1,14.30%,0,0,0.00%,103,75,72.80%,0,0,0,0,0.00%,0,1,0,0,63,10,15.90%,2,25,10,40.00%,1,12,0,3,16,0,0,0,0,0.00%,0,[366546 449985   4255 230687  93331     66 278324  16609 279571 239294]
50771,karl-johan,johnsson,karl-johan johnsson,1/28/1990,26,84,187,right,en avant guingamp,sweden,Sweden,Ränneslöv,GK,GK,Active,500000,2500000,6/30/2023 0:00,,https://img.a.transfermarkt.technology/portrait/header/s_112822_467_2013_07_10_1.jpg?lm=1,38,0,0,0.00%,0,0.00%,0,0,0.00%,665,559,84.10%,0,0,0,0,0.00%,0,0,0,0,18,17,94.40%,0,1,1,100.00%,0,49,0,0,49,0,54,184,125,67.90%,2,[135747  21468  20633 253822  15795   3429   8726  14914   3397   3267]
50798,robin,olsen,robin olsen,1/8/1990,26,89,196,right,as roma,sweden,Sweden,Malmö,GK,GK,Active,2000000,10000000,,,https://img.a.transfermarkt.technology/portrait/header/75458-1464870193.jpg?lm=1,5,0,0,0.00%,0,0.00%,0,0,0.00%,64,52,81.20%,0,0,0,0,0.00%,0,0,0,0,4,3,75.00%,0,0,0,0.00%,0,5,0,0,5,0,10,15,11,73.30%,20,[ 70134 286215   3662 214609 215265 229110  25662  92864  26869   4350]
50800,miiko martin,albornoz inola,miiko martin albornoz inola,11/30/1990,26,80,180,left,hannover 96,,Sweden,Stockholm,DF,LB,Active,300000,3000000,6/30/2025 0:00,11MANGMT,https://img.a.transfermarkt.technology/portrait/header/75852-1532071764.jpg?lm=1,10,4,1,25.00%,0,0.00%,0,0,0.00%,326,256,78.50%,4,2,5,4,80.00%,12,14,0,2,30,14,46.70%,12,25,13,52.00%,3,42,0,5,47,0,0,0,0,0.00%,6,[284524   3735 104937 269188   4780 286994 388398 336371 286506  20639]
50805,filip,helander,filip helander,4/22/1993,23,84,192,left,bologna fc 1909,sweden,Sweden,Malmö,DF,CB,Active,3000000,3500000,5/31/2023 0:00,MD Management,https://img.a.transfermarkt.technology/portrait/header/198067-1439466050.jpg?lm=1,29,2,1,50.00%,0,0.00%,0,0,0.00%,1166,990,84.90%,0,0,2,2,100.00%,1,7,0,0,131,78,59.50%,49,71,40,56.30%,18,194,0,1,213,0,0,0,0,0.00%,11,[ 25397 231138 134502  20461  93003  38532   4805  20866   3433   3671]
50806,pontus,jansson,pontus jansson,2/13/1991,25,89,196,right,,sweden,Sweden,Arlöv,DF,CB,Active,5000000,7000000,6/30/2023 0:00,MD Management,https://img.a.transfermarkt.technology/portrait/header/125314-1448968200.jpg?lm=1,2,1,0,0.00%,0,0.00%,0,0,0.00%,48,47,97.90%,1,0,0,0,0.00%,0,0,0,0,20,10,50.00%,2,7,1,14.30%,0,1,0,0,1,0,0,0,0,0.00%,19,[516397 137143  61395  11093 433100 198120 485464 485464   7954  15474]
50812,jimmy,durmaz,jimmy durmaz,3/22/1989,27,69,180,left,toulouse fc,sweden,Sweden,Örebro,MD,LW,Active,300000,4500000,12/31/2024 0:00,Nima Modyr,https://img.a.transfermarkt.technology/portrait/header/80205-1665675781.png?lm=1,23,10,3,30.00%,0,0.00%,4,3,75.00%,467,342,73.20%,5,3,11,11,100.00%,9,30,0,11,21,9,42.90%,6,28,9,32.10%,3,32,0,11,38,0,0,0,0,0.00%,4,[  3678  86517  20663  20947  25577  15107  25407  20478  20468 116171]
50849,etrit,berisha,etrit berisha,3/10/1989,27,92,194,left,atalanta bergamasca calcio,albania,Jugoslawien (SFR),Prishtinë,GK,GK,Active,600000,7000000,6/30/2024 0:00,,https://img.a.transfermarkt.technology/portrait/header/77825-1595850441.jpg?lm=1,34,0,0,0.00%,0,0.00%,0,0,0.00%,524,448,85.50%,0,0,1,0,0.00%,0,0,0,0,11,10,90.90%,0,3,2,66.70%,0,48,0,0,48,0,44,118,81,68.60%,2,[ 20571  20922   3554 134413   3915   3428  25384   3296  23705  15008]
51004,celso,borges mora,celso borges mora,8/27/1988,28,76,182,right,,costa rica,Costa Rica,San José,MD,CM,Active,200000,5000000,12/31/2024 0:00,Promoesport,https://img.a.transfermarkt.technology/portrait/header/81532-1669282753.jpg?lm=1,35,30,9,30.00%,3,10.00%,0,0,0.00%,1196,999,83.50%,3,3,2,2,100.00%,9,14,0,0,231,137,59.30%,50,113,52,46.00%,13,148,0,11,168,0,0,0,0,0.00%,1,[ 16303  22163  25647   3803  14903 302518   3441  37725 214062  37732]
51013,robin,quaison,robin quaison,10/9/1993,23,73,183,right,1. fsv mainz 05,,Sweden,Stockholm,MD,SS,Active,5000000,13000000,6/30/2024 0:00,Universal Twenty Two,https://img.a.transfermarkt.technology/portrait/header/206542-1532595292.jpg?lm=1,24,39,16,41.00%,4,10.30%,0,0,0.00%,259,193,74.50%,0,1,6,6,100.00%,1,38,0,0,108,30,27.80%,8,78,23,29.50%,7,30,0,9,59,0,0,0,0,0.00%,10,[ 20661  15200  10663  21861   8686  32636 282772 246175   5481   3816]
51064,emil,krafth,emil krafth,8/2/1994,22,79,181,right,amiens sc,sweden,Sweden,Ljungby,DF,RB,Active,4000000,5000000,6/30/2024 0:00,,https://img.a.transfermarkt.technology/portrait/header/184528-1674210829.jpg?lm=1,14,2,1,50.00%,0,0.00%,0,0,0.00%,472,387,82.00%,2,0,7,6,85.70%,8,12,0,0,42,20,47.60%,19,22,4,18.20%,3,75,0,1,78,0,0,0,0,0.00%,13,[222766 328488  20390  18670   4936  14997  20575 372753  20855  49971]
51132,emil,forsberg,emil forsberg,10/23/1991,25,78,179,right,rasen ballsport leipzig,sweden,Sweden,Sundsvall,MD,LW,Active,9000000,28000000,6/30/2025 0:00,,https://img.a.transfermarkt.technology/portrait/header/111078-1613998016.jpg?lm=1,29,40,8,20.00%,2,5.00%,1,1,100.00%,685,562,82.00%,9,3,17,17,100.00%,5,55,3,11,36,11,30.60%,12,61,31,50.80%,4,45,0,19,63,0,0,0,0,0.00%,4,[  8959  20468   4683   9623  20947  15107  14808  14862  20395 254189]
51145,oscar,hiljemark,oscar hiljemark,6/28/1992,24,73,184,right,genoa cfc,sweden,Sweden,Gislaved,MD,CM,Active,,4000000,,,https://img.a.transfermarkt.technology/portrait/header/158810-1569558190.png?lm=1,17,10,4,40.00%,0,0.00%,0,0,0.00%,583,485,83.20%,7,3,9,8,88.90%,18,13,1,9,40,15,37.50%,14,44,16,36.40%,11,45,0,7,59,0,0,0,0,0.00%,14,[ 15942  22381  51151   3344  14864 280115  25440  25891 280383  94828]
51151,marcus christer,rohden,marcus christer rohden,5/11/1991,25,76,182,right,fc crotone,sweden,Sweden,Värnamo,MD,CM,Active,700000,1500000,6/30/2023 0:00,,https://img.a.transfermarkt.technology/portrait/header/205809-1632540889.jpg?lm=1,26,20,8,40.00%,2,10.00%,0,0,0.00%,481,347,72.10%,2,0,16,15,93.80%,5,26,0,0,62,18,29.00%,24,64,27,42.20%,4,52,0,5,60,0,0,0,0,0.00%,14,[ 15942  51145  22381   3344  14864 280115 340019  25440   4969  94828]
51217,hans carl ludwig,augustinsson,hans carl ludwig augustinsson,4/21/1994,22,75,181,left,sv werder bremen,sweden,Sweden,Stockholm,DF,LB,Active,3000000,12000000,6/30/2023 0:00,,https://img.a.transfermarkt.technology/portrait/header/170646-1535123375.jpg?lm=1,34,22,7,31.80%,2,9.10%,0,0,0.00%,1278,992,77.60%,15,0,23,22,95.70%,46,15,1,8,117,55,47.00%,45,61,27,44.30%,10,121,0,38,132,0,0,0,0,0.00%,9,[  3269  40301 116269  15125   3310   7885   7939   8192  91702   8582]
51262,isaac,kiese thelin,isaac kiese thelin,6/24/1992,24,83,189,right,tsv bayer 04 leverkusen,sweden,Sweden,Örebro,FW,CF,Active,2200000,5000000,12/31/2025 0:00,Wesport Football,https://img.a.transfermarkt.technology/portrait/header/201311-1635883749.jpg?lm=1,4,0,0,0.00%,0,0.00%,0,0,0.00%,12,8,66.70%,0,0,1,1,100.00%,0,0,0,0,8,4,50.00%,0,4,0,0.00%,0,2,0,0,2,0,0,0,0,0.00%,18,[  8213 265318  21290 299121  17136 253551 286388  29590  16922 282194]
51689,branimir,hrgota,branimir hrgota,1/12/1993,23,76,185,left,eintracht frankfurt,,Bosnia-Herzegovina,Zenica,FW,CF,Active,1500000,3500000,6/30/2026 0:00,GOOLD Soccer Agency,https://img.a.transfermarkt.technology/portrait/header/171209-1657045747.jpg?lm=1,6,2,2,100.00%,0,0.00%,0,0,0.00%,45,31,68.90%,0,0,0,0,0.00%,0,4,0,0,15,1,6.70%,3,8,1,12.50%,3,4,0,3,9,0,0,0,0,0.00%,0,[279571 405608 520774 520774  54819 346158   4255 521939 404227 449985]
53562,saman,ghoddos,saman ghoddos,9/6/1993,23,75,176,right,amiens sc,iran,Sweden,Malmö,FW,AM,Active,2200000,5000000,6/30/2023 0:00,Unique Sports Group,https://img.a.transfermarkt.technology/portrait/header/204294-1669037061.jpg?lm=1,3,2,0,0.00%,0,0.00%,0,0,0.00%,2,2,100.00%,0,0,0,0,0.00%,0,0,0,0,3,1,33.30%,0,1,0,0.00%,0,0,0,1,1,0,0,0,0,0.00%,0,[  8566 234710 337656  79320 267134  49921 241566  20531 399599 363648]
54313,saliou,ciss,saliou ciss,6/15/1989,27,70,175,left,angers sco,,Senegal,Dakar,DF,LB,Active,200000,1500000,,,https://img.a.transfermarkt.technology/portrait/header/149444-1632825529.jpg?lm=1,3,1,1,100.00%,0,0.00%,0,0,0.00%,57,44,77.20%,1,0,1,1,100.00%,2,8,0,0,6,3,50.00%,1,2,1,50.00%,1,3,0,1,5,0,0,0,0,0.00%,6,[344132 125076  40787 218971 337890 356928 256854 448127 376908 396628]
54380,ole kristian,selnaes,ole kristian selnaes,7/7/1994,22,77,187,left,as saint-etienne,,Norway,Trondheim,MD,DM,Active,2000000,8000000,6/30/2023 0:00,Nordic Sky,https://img.a.transfermarkt.technology/portrait/header/175961-1553100742.jpg?lm=1,26,13,4,30.80%,0,0.00%,0,0,0.00%,1186,1028,86.70%,3,0,3,3,100.00%,1,4,0,3,55,27,49.10%,39,62,26,41.90%,22,141,0,6,165,0,0,0,0,0.00%,1,[244357   3416  20438  25937   3304  14929  14692 356903  25947  15188]
54579,rune,almenning jarstein,rune almenning jarstein,9/29/1984,32,82,190,right,hertha bsc,,Norway,Porsgrunn,GK,GK,Active,300000,2500000,6/30/2023 0:00,,https://img.a.transfermarkt.technology/portrait/header/24112-1657097585.jpg?lm=1,31,1,0,0.00%,0,0.00%,0,0,0.00%,738,619,83.90%,0,0,0,0,0.00%,0,0,0,0,14,12,85.70%,0,10,4,40.00%,2,41,0,0,43,0,55,149,105,70.50%,2,[  7910  14979  55951  21494  19525  82690  20802  15008 166534  20540]
54819,alexander,toft soderlund,alexander toft soderlund,8/3/1987,29,86,187,right,,,Norway,Haugesund,FW,CF,Active,150000,2000000,12/31/2023 0:00,Daniel Steinfeld,https://img.a.transfermarkt.technology/portrait/header/87479-1517578109.jpg?lm=1,12,6,4,66.70%,0,0.00%,0,0,0.00%,60,48,80.00%,0,1,0,0,0.00%,0,3,0,0,30,8,26.70%,2,25,12,48.00%,4,8,0,1,16,0,0,0,0,0.00%,0,[346158 405608 520774 520774 279571  51689 404227 347026 520774 520774]
55224,alexander,sorloth,alexander sorloth,12/5/1995,21,90,194,right,crystal palace fc,,Norway,Trondheim,FW,CF,Active,12000000,20000000,6/30/2023 0:00,Keypass AS,https://img.a.transfermarkt.technology/portrait/header/238407-1613998075.jpg?lm=1,4,6,2,33.30%,0,0.00%,0,0,0.00%,85,53,62.40%,1,0,1,1,100.00%,2,3,0,0,45,22,48.90%,3,28,9,32.10%,0,11,0,4,11,0,0,0,0,0.00%,15,[454388 112392   3708  57480 368642  99453 238832 221039  37796 225324]
55951,lukas,hradecky,lukas hradecky,11/24/1989,27,80,190,right,eintracht frankfurt,,CSSR,Bratislava,GK,GK,Active,2500000,12000000,6/30/2026 0:00,,https://img.a.transfermarkt.technology/portrait/header/48015-1642607156.jpg?lm=1,34,0,0,0.00%,0,0.00%,0,0,0.00%,885,775,87.60%,0,0,0,0,0.00%,0,0,0,0,12,11,91.70%,0,3,1,33.30%,0,75,0,0,75,0,60,146,101,69.20%,2,[ 21494  82690  14979  20540  54579   8358 166534   3330  25421  25381]
55957,jonas,knudsen,jonas knudsen,9/16/1992,24,72,185,left,,denmark,Denmark,Esbjerg,DF,LB,Retired,700000,1500000,12/31/2023 0:00,Boutique Transfers,https://img.a.transfermarkt.technology/portrait/header/144904-1523622434.jpg?lm=1,1,0,0,0.00%,0,0.00%,0,0,0.00%,32,22,68.80%,0,0,0,0,0.00%,1,0,0,0,3,3,100.00%,1,4,2,50.00%,1,8,0,1,9,0,0,0,0,0.00%,12,[329202 500200 344065 344065 344065 344065  32580 470756 222761   3557]
55968,martin,braithwaite,martin braithwaite,6/5/1991,25,77,177,right,,denmark,Denmark,Esbjerg,FW,CF,Active,6000000,12000000,6/30/2025 0:00,,https://img.a.transfermarkt.technology/portrait/header/95732-1583334177.jpg?lm=1,18,26,11,42.30%,4,15.40%,0,0,0.00%,229,179,78.20%,3,2,6,5,83.30%,2,19,0,0,60,22,36.70%,4,47,18,38.30%,3,20,0,9,27,0,0,0,0,0.00%,5,[344120 271990   8296  21119  21865 284322  25444   5295 491365  20626]
55977,cristian,gamboa luna,cristian gamboa luna,10/24/1989,27,67,175,right,,costa rica,Costa Rica,Liberia,DF,RB,Active,700000,2000000,6/30/2024 0:00,Wasserman,https://img.a.transfermarkt.technology/portrait/header/121686-1657283791.jpg?lm=1,3,3,2,66.70%,0,0.00%,0,0,0.00%,83,65,78.30%,1,0,5,5,100.00%,2,5,0,0,13,5,38.50%,8,9,8,88.90%,7,5,0,1,12,0,0,0,0,0.00%,13,[259524 396475  21173  99437 224965 302542  25452  14804  25526  20575]
55979,mathias,jattah-njie jorgensen,mathias jattah-njie jorgensen,4/23/1990,26,79,191,right,huddersfield town fc,denmark,Denmark,Hundested,DF,RW,Active,,1000000,12/31/2024 0:00,PEP Consulting,https://img.a.transfermarkt.technology/portrait/header/542796-1664283915.png?lm=1,41,11,4,36.40%,1,9.10%,0,0,0.00%,1607,1313,81.70%,2,1,1,1,100.00%,0,2,0,0,206,107,51.90%,91,128,75,58.60%,14,289,0,2,305,0,0,0,0,0.00%,17,[250805 138408  25558   4303   5472   3276    102  25553   9277   8833]
55982,bryan,oviedo,bryan oviedo,2/18/1990,26,65,172,left,,costa rica,Costa Rica,San José,DF,LB,Active,200000,4500000,,PRO FC,https://img.a.transfermarkt.technology/portrait/header/124983-1678298842.jpg?lm=1,2,2,1,50.00%,0,0.00%,0,0,0.00%,55,43,78.20%,1,0,1,1,100.00%,2,0,0,0,6,2,33.30%,2,5,0,0.00%,2,15,0,0,18,0,0,0,0,0.00%,6,[ 22559 426702     38 477744 493412  97555  14717 415748 229119  25701]
